#Tax Id	C1	C2	C3	C4	C5	C6	T1	T2	T3	T4	T5	T6
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_marcescens	0.018471	0.022206	0.006951	0.007260	0.018205	0.014895	0.021124	0.013035	0.003451	0.031730	0.019983	0.020574
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Pontibacter|s__Pontibacter_akesuensis	0.018837	0.023196	0.007664	0.010257	0.010979	0.012493	0.020732	0.013546	0.003059	0.012056	0.022754	0.012577
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Pasteurella|s__Pasteurella_multocida	0.009614	0.009619	0.015216	0.011316	0.024829	0.020680	0.016031	0.008825	0.003059	0.021032	0.021038	0.025689
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta	0.018759	0.012101	0.006572	0.007492	0.015843	0.013876	0.012799	0.010477	0.003048	0.054253	0.013976	0.017459
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis_sp	0.015597	0.010400	0.006617	0.007234	0.011326	0.006765	0.013092	0.008004	0.003146	0.031035	0.013363	0.015832
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica	0.054734	0.044360	0.026512	0.031959	0.032820	0.035248	0.052500	0.036600	0.003037	0.033751	0.068090	0.030594
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_sp	0.017322	0.014254	0.010382	0.007105	0.015148	0.010340	0.020341	0.011244	0.003397	0.044383	0.010323	0.019365
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Cohnella|s__Cohnella_sp	0.014814	0.028543	0.006572	0.010515	0.015704	0.014511	0.018284	0.007290	0.002994	0.028551	0.013829	0.025317
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Skermanella|s__Skermanella_sp	0.013925	0.012362	0.006104	0.010619	0.008987	0.013550	0.015411	0.007706	0.003157	0.012984	0.019297	0.012484
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_ruminis	0.025760	0.046947	0.006082	0.034853	0.109508	0.086621	0.064907	0.003475	0.002983	0.056042	0.089226	0.186098
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_intestinalis	0.028321	0.038856	0.015194	0.020746	0.186729	0.033269	0.028372	0.004945	0.002939	0.037759	0.029399	0.052865
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Stappiaceae|g__Pannonibacter|s__Pannonibacter_phragmitetus	0.017400	0.013595	0.005948	0.010386	0.012971	0.012646	0.014007	0.008686	0.006140	0.021098	0.012627	0.019807
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_faecalis	0.008804	0.004601	0.010226	0.009508	0.013017	0.005843	0.028797	0.009038	0.029262	0.009771	0.016256	0.013553
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasipneumoniae	0.015650	0.020730	0.010426	0.006795	0.008825	0.005881	0.012146	0.007205	0.003723	0.020072	0.010053	0.012112
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	0.014395	0.013681	0.009491	0.006769	0.016120	0.012223	0.030462	0.013088	0.008753	0.040077	0.013093	0.017971
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus|s__Cupriavidus_taiwanensis	0.017322	0.017709	0.008377	0.006795	0.010284	0.005016	0.011982	0.009741	0.003560	0.022225	0.013829	0.013832
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola|s__Echinicola_sp	0.018576	0.019671	0.005770	0.009068	0.011326	0.011013	0.019198	0.011873	0.003124	0.013050	0.018953	0.015785
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp	0.022808	0.020991	0.010070	0.010050	0.025987	0.014472	0.023442	0.014367	0.002820	0.039216	0.024838	0.031942
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Leadbetterella|s__Leadbetterella_byssophila	0.032213	0.011042	0.008399	0.013357	0.012438	0.010398	0.009860	0.011830	0.002798	0.012454	0.023710	0.032407
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Devosia|s__Devosia_sp	0.016041	0.016772	0.009513	0.009533	0.014522	0.008553	0.015084	0.010381	0.002798	0.021297	0.017482	0.019668
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_testosteroni	0.015885	0.012379	0.007397	0.009301	0.013225	0.011435	0.017076	0.012534	0.002787	0.018018	0.019812	0.017064
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Priestia|s__Priestia_megaterium	0.022991	0.017761	0.005703	0.016044	0.044771	0.029367	0.027654	0.009241	0.006325	0.058559	0.027658	0.041823
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Berryella|s__Berryella_intestinalis	0.018785	0.014324	0.008956	0.008836	0.017001	0.017951	0.016292	0.008303	0.002787	0.074523	0.012677	0.023062
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_denticola	0.020457	0.033248	0.007775	0.019093	0.084957	0.042993	0.040551	0.006171	0.002754	0.045873	0.064118	0.104661
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium|s__Chryseobacterium_indologenes	0.013612	0.014983	0.008310	0.007880	0.009821	0.010148	0.015019	0.009294	0.003375	0.008380	0.014123	0.014018
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Pseudobacter|s__Pseudobacter_ginsenosidimutans	0.014317	0.012796	0.005636	0.007286	0.011419	0.008341	0.012113	0.008430	0.005606	0.017190	0.013240	0.012019
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Listeria|s__Listeria_monocytogenes	0.013638	0.021998	0.005614	0.009947	0.048477	0.050201	0.013125	0.004263	0.003015	0.026398	0.023588	0.017971
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	0.021606	0.014063	0.009981	0.009172	0.020012	0.011916	0.015476	0.009411	0.002732	0.055810	0.019395	0.019505
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_sp	0.010816	0.009931	0.005770	0.008190	0.009589	0.004786	0.009305	0.005937	0.002874	0.016461	0.011647	0.008090
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Desulfitobacterium|s__Desulfitobacterium_hafniense	0.012384	0.013456	0.007619	0.006407	0.013063	0.008591	0.014300	0.005521	0.003647	0.020039	0.009979	0.017761
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Maribacter|s__Maribacter_sp	0.017139	0.011615	0.005503	0.007260	0.012206	0.010513	0.013321	0.009475	0.002961	0.014110	0.019983	0.013181
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pyogenes	0.014500	0.017397	0.011340	0.006278	0.011928	0.007496	0.010742	0.012012	0.003048	0.009274	0.011720	0.014669
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans	0.024872	0.016581	0.022836	0.006278	0.013040	0.011801	0.017337	0.015369	0.026214	0.027425	0.023784	0.017041
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_sp	0.015597	0.009428	0.005481	0.006175	0.011928	0.009379	0.012635	0.007354	0.002918	0.018416	0.011279	0.014716
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_sp	0.013716	0.013247	0.008711	0.006149	0.016190	0.013684	0.012048	0.006736	0.002645	0.026332	0.019983	0.031570
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_swuensis	0.014970	0.015886	0.009268	0.008733	0.005512	0.009571	0.015443	0.011159	0.002634	0.013215	0.020032	0.008323
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp	0.025238	0.017241	0.008020	0.016277	0.031569	0.015702	0.021190	0.015230	0.002591	0.020502	0.029521	0.025363
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_sp	0.009118	0.029134	0.009869	0.022090	0.026867	0.006419	0.007640	0.010413	0.017701	0.010003	0.010838	0.007509
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_sp	0.029261	0.019202	0.015395	0.006407	0.018622	0.020026	0.016651	0.013429	0.002536	0.075583	0.015202	0.049285
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_veronii	0.017714	0.015105	0.008488	0.010644	0.017858	0.012915	0.017500	0.010487	0.002536	0.024543	0.019297	0.018575
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_parahaemolyticus	0.011339	0.008421	0.006439	0.005968	0.010515	0.005766	0.025924	0.005649	0.008252	0.009970	0.008753	0.009090
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Heliobacteriaceae|g__Heliobacterium|s__Heliobacterium_modesticaldum	0.013377	0.013074	0.006862	0.005916	0.013665	0.006189	0.012766	0.006874	0.003407	0.030240	0.010887	0.023480
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiales_Family_XIII._Incertae_Sedis|g__Aminipila|s__Aminipila_butyrica	0.027589	0.018647	0.009312	0.005916	0.022513	0.011781	0.030984	0.006970	0.003015	0.037924	0.013608	0.022271
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_vulgaris	0.018889	0.016425	0.018402	0.005891	0.010932	0.006208	0.017076	0.016040	0.025975	0.017819	0.017678	0.014786
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_sp	0.014970	0.028318	0.008466	0.005839	0.014268	0.010321	0.018839	0.031974	0.004714	0.017356	0.022582	0.013786
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoclostridium|s__Pseudoclostridium_thermosuccinogenes	0.012932	0.020192	0.005035	0.006795	0.022444	0.013127	0.017043	0.003773	0.002515	0.032923	0.013706	0.026130
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Nibribacter|s__Nibribacter_ruber	0.017740	0.008855	0.009379	0.010903	0.013735	0.012243	0.013550	0.012960	0.002449	0.013745	0.022558	0.015808
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_heliotrinireducens	0.024532	0.018855	0.009869	0.016457	0.029740	0.015202	0.021190	0.011191	0.002439	0.056903	0.013927	0.026316
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Labilibaculum|s__Labilibaculum_antarcticum	0.012959	0.010139	0.004990	0.010670	0.011257	0.009168	0.011101	0.006512	0.002417	0.009671	0.022484	0.013391
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Paeniclostridium|s__Paeniclostridium_sordellii	0.014657	0.013751	0.004924	0.007880	0.020475	0.027349	0.013680	0.005436	0.009079	0.019608	0.009342	0.029013
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc|s__Nostoc_sp	0.034826	0.026790	0.009246	0.020229	0.033330	0.015971	0.023181	0.009571	0.002406	0.040408	0.032464	0.035569
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_syringae	0.010189	0.006875	0.005481	0.007002	0.007319	0.011243	0.010448	0.006192	0.002406	0.021165	0.010494	0.050076
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_amyloliquefaciens	0.019150	0.012605	0.004924	0.009249	0.020313	0.006323	0.023246	0.007034	0.002591	0.030207	0.017458	0.020807
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aurantimonadaceae|g__Aureimonas|s__Aureimonas_sp	0.018837	0.009289	0.007909	0.009430	0.017881	0.005631	0.020602	0.008004	0.002395	0.030637	0.015766	0.015506
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Draconibacterium|s__Draconibacterium_sp	0.019673	0.011181	0.004901	0.005606	0.009404	0.010763	0.017010	0.010392	0.003135	0.013182	0.018929	0.010694
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Thermoclostridium|s__Thermoclostridium_stercorarium	0.010816	0.024967	0.007062	0.008603	0.020984	0.012569	0.012864	0.004295	0.002341	0.035639	0.012505	0.023410
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Alcaligenes|s__Alcaligenes_faecalis	0.011365	0.010330	0.005057	0.005555	0.006810	0.007169	0.012211	0.007205	0.003135	0.012917	0.009710	0.008090
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_funiformis	0.013507	0.014185	0.004790	0.011471	0.014823	0.007399	0.019916	0.012417	0.002907	0.021860	0.021896	0.020295
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_haemolytica	0.017949	0.013039	0.004790	0.008836	0.008500	0.013223	0.018414	0.011830	0.003026	0.009208	0.020327	0.009508
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum	0.199368	6.045409	1.958447	0.011213	0.018645	0.004113	0.415497	3.434218	7.399818	0.009539	0.666707	0.010020
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_massiliensis	0.011861	0.008334	0.004723	0.006046	0.009311	0.006458	0.011525	0.010370	0.007533	0.026431	0.010004	0.020156
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_diazoefficiens	0.015859	0.013074	0.008176	0.015941	0.011465	0.006611	0.026315	0.007546	0.002308	0.154048	0.025230	0.031547
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_cecorum	0.009850	0.010400	0.004679	0.007492	0.015657	0.010551	0.012178	0.007972	0.003353	0.039547	0.010960	0.016855
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_genomosp	0.012645	0.007118	0.004679	0.008035	0.009728	0.007303	0.010774	0.007589	0.002841	0.012719	0.008263	0.009950
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_titanicae	0.007289	0.007848	0.005570	0.006691	0.011303	0.005362	0.006726	0.004082	0.002319	0.016461	0.005076	0.006114
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Myroides|s__Myroides_odoratimimus	0.020901	0.013629	0.006127	0.008216	0.016723	0.003959	0.013060	0.013418	0.004322	0.011129	0.024323	0.024387
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter|s__Marinobacter_sp	0.016695	0.016251	0.007330	0.005271	0.015819	0.009225	0.015574	0.010765	0.002765	0.021595	0.019321	0.020528
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Dehalobacterium|s__Dehalobacterium_formicoaceticum	0.013716	0.018491	0.007887	0.005245	0.019873	0.008610	0.015215	0.004615	0.002885	0.025769	0.009955	0.021992
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Fulvivirgaceae|g__Chryseolinea|s__Chryseolinea_soli	0.023984	0.022310	0.010582	0.009947	0.013364	0.010474	0.023312	0.016690	0.002210	0.020535	0.022852	0.016576
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_timonensis	0.019595	0.013265	0.008622	0.011574	0.020660	0.009821	0.014039	0.008601	0.002199	0.044681	0.016649	0.027711
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_solanacearum	0.012776	0.011372	0.006439	0.005219	0.014013	0.015990	0.011982	0.008207	0.003571	0.024874	0.012260	0.013902
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	0.022730	0.014897	0.008176	0.006097	0.015472	0.015414	0.012766	0.007759	0.002188	0.059387	0.008827	0.019133
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae	0.028059	0.018959	0.016709	0.013667	0.021031	0.022852	0.029744	0.011180	0.002188	0.028650	0.021822	0.023015
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis	0.010111	0.005348	0.008109	0.011290	0.008616	0.004074	0.020896	0.008313	0.015317	0.006591	0.015153	0.009043
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Archangiaceae|g__Archangium|s__Archangium_violaceum	0.013246	0.010990	0.006171	0.006562	0.009033	0.008053	0.008260	0.007940	0.002123	0.018151	0.009391	0.011112
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Geosporobacter|s__Geosporobacter_ferrireducens	0.009144	0.009358	0.004589	0.005012	0.021679	0.009475	0.012309	0.003741	0.002863	0.016461	0.008042	0.017831
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_megalosphaeroides	0.013507	0.013542	0.021521	0.013796	0.013248	0.005401	0.055700	0.016392	0.094634	0.006392	0.029472	0.023922
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Leclercia|s__Leclercia_adecarboxylata	0.008569	0.007327	0.006795	0.008422	0.004447	0.010705	0.009436	0.006480	0.002569	0.009274	0.009538	0.007486
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_paradoxus	0.013507	0.015070	0.007486	0.004960	0.009543	0.005612	0.014007	0.011617	0.004550	0.022589	0.011720	0.016483
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_saccharoperbutylacetonicum	0.016877	0.012240	0.004255	0.010179	0.026636	0.015990	0.016749	0.005020	0.003451	0.025404	0.010445	0.023039
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_sp	0.009118	0.016859	0.008800	0.010774	0.027169	0.011224	0.008913	0.006672	0.002079	0.026265	0.012064	0.022225
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Rhodopseudomonas|s__Rhodopseudomonas_palustris	0.014604	0.011424	0.007486	0.005426	0.013295	0.008764	0.013386	0.008367	0.002079	0.019409	0.014099	0.013437
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp	0.014552	0.013404	0.006550	0.006407	0.010400	0.006880	0.011689	0.012267	0.002058	0.027723	0.013167	0.013158
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_beijerinckii	0.054995	0.030401	0.006817	0.038754	0.088501	0.028579	0.022724	0.006437	0.002047	0.056638	0.025476	0.132745
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Fibrella|s__Fibrella_sp	0.010137	0.007101	0.005436	0.006485	0.006254	0.008629	0.008097	0.006427	0.002047	0.006724	0.012701	0.007741
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_radiodurans	0.030385	0.010903	0.014058	0.010283	0.020290	0.010321	0.027981	0.019089	0.002047	0.048258	0.026800	0.021620
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Blattabacteriaceae|g__Blattabacterium|s__Blattabacterium_cuenoti	0.034408	0.027015	0.010738	0.020100	0.045860	0.022544	0.030462	0.011202	0.002036	0.042594	0.048107	0.038033
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Providencia|s__Providencia_rettgeri	0.010738	0.009306	0.005391	0.004831	0.013990	0.007995	0.012962	0.005905	0.002221	0.013480	0.016085	0.010647
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma_taeanense	0.014134	0.009115	0.004122	0.009120	0.010492	0.010878	0.010644	0.010637	0.002482	0.013679	0.013559	0.010229
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_equi	0.009902	0.017397	0.009936	0.004935	0.015310	0.007246	0.006008	0.004487	0.002569	0.007552	0.004830	0.009322
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_chlororaphis	0.012671	0.014341	0.007820	0.004754	0.014708	0.006169	0.008456	0.013397	0.002569	0.031664	0.012407	0.012112
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Salinivirgaceae|g__Salinivirga|s__Salinivirga_cyanobacteriivorans	0.022547	0.009914	0.010783	0.007673	0.005790	0.010109	0.019296	0.010317	0.002003	0.013514	0.017850	0.012693
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Buchnera|s__Buchnera_aphidicola	0.017504	0.015799	0.006483	0.013719	0.041181	0.016644	0.022332	0.004135	0.001981	0.028186	0.023392	0.039498
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium_sp	0.012384	0.012900	0.006572	0.004702	0.011326	0.007342	0.011493	0.006597	0.002743	0.016196	0.011916	0.012833
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_venezuelae	0.016068	0.011910	0.008288	0.006950	0.018483	0.006496	0.013452	0.007748	0.001981	0.057466	0.010347	0.017413
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_canis	0.021685	0.026703	0.015706	0.006614	0.018483	0.011243	0.006791	0.005446	0.001960	0.031333	0.006081	0.012879
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Sinorhizobium|s__Sinorhizobium_fredii	0.008569	0.006823	0.004188	0.005761	0.008454	0.004689	0.007607	0.007333	0.001949	0.017124	0.011990	0.009787
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp	0.011652	0.008646	0.006862	0.004573	0.009589	0.005747	0.009534	0.006683	0.002079	0.021562	0.011794	0.011484
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_mali	0.011051	0.007396	0.003921	0.006485	0.004841	0.010936	0.011329	0.007844	0.002286	0.007916	0.012186	0.006788
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Thermomonosporaceae|g__Actinomadura|s__Actinomadura_sp	0.011130	0.011164	0.005213	0.004547	0.008176	0.006496	0.009207	0.007205	0.002101	0.022754	0.011303	0.011880
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Dehalobacter|s__Dehalobacter_sp	0.009040	0.012848	0.003921	0.004935	0.017302	0.008072	0.010252	0.003624	0.002395	0.019509	0.007062	0.011415
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_sp	0.004598	0.027519	0.006862	0.004986	0.010261	0.006880	0.006889	0.014559	0.025430	0.016395	0.022141	0.016390
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Arabia|s__Arabia_massiliensis	0.012697	0.010348	0.006840	0.005426	0.014777	0.009052	0.008619	0.005905	0.001905	0.040309	0.006964	0.018087
