#Tax Id	C1	C2	C3	C4	C5	C6	T1	T2	T3	T4	T5	T6
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_insulaenigrae	0.013847	0.001476	0.003431	0.001679	0.008176	0.001365	0.004244	0.000277	0.000109	0.006889	0.005860	0.002813
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_delphinicola	0.000523	0.000608	0.001069	0.000310	0.002432	0.000192	0.000555	0.000192	0.000348	0.000762	0.001177	0.001186
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus|s__Proteus_hauseri	0.001306	0.000642	0.000356	0.000388	0.001065	0.001211	0.000882	0.000224	0.000109	0.001292	0.001667	0.001395
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Candidatus_Endolissoclinum|s__Candidatus_Endolissoclinum_faulkneri	0.001045	0.001285	0.000267	0.000568	0.001251	0.000846	0.001306	0.000512	0.000109	0.001722	0.001079	0.002720
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_coleopterorum	0.000470	0.001198	0.000245	0.000698	0.001807	0.002133	0.000914	0.000107	0.000185	0.001490	0.001373	0.002929
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Providencia|s__Providencia_sneebia	0.001829	0.000486	0.000223	0.000853	0.001274	0.000461	0.000914	0.000309	0.000174	0.002848	0.001324	0.000883
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Maritalea|s__Maritalea_myrionectae	0.002299	0.001094	0.001560	0.000258	0.003636	0.000961	0.002547	0.000831	0.000272	0.001557	0.001962	0.003627
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Bacterioplanes|s__Bacterioplanes_sanyensis	0.001280	0.001701	0.000891	0.000465	0.000533	0.001153	0.001077	0.000554	0.000109	0.001457	0.000760	0.000744
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_waltersii	0.001385	0.001580	0.000223	0.001653	0.001390	0.000788	0.000914	0.000288	0.001894	0.000662	0.000466	0.001093
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylotenera|s__Methylotenera_mobilis	0.001411	0.000521	0.000223	0.000439	0.000347	0.000461	0.001110	0.000384	0.000751	0.001789	0.000834	0.001255
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Kushneria|s__Kushneria_konosiri	0.001541	0.001094	0.000713	0.000594	0.001204	0.000846	0.003983	0.001375	0.000109	0.002020	0.001569	0.001441
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Moraxella|s__Moraxella_cuniculi	0.000836	0.000642	0.000379	0.002635	0.000486	0.003325	0.001535	0.001300	0.000109	0.000961	0.001471	0.001744
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga|s__Kosmotoga_pacifica	0.002613	0.002153	0.001069	0.002506	0.003822	0.000884	0.001730	0.000416	0.000109	0.001987	0.001716	0.002092
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Edwardsiella|s__Edwardsiella_hoshinae	0.001202	0.001285	0.000223	0.000336	0.001691	0.000826	0.001339	0.000970	0.000218	0.001557	0.001201	0.000697
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Xenorhabdus|s__Xenorhabdus_budapestensis	0.001150	0.004497	0.000913	0.001447	0.001853	0.001787	0.002449	0.001098	0.000109	0.000696	0.001079	0.002534
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_dokdonellae	0.000888	0.000885	0.000780	0.000517	0.001529	0.000577	0.001502	0.001300	0.000109	0.004173	0.001275	0.001813
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_shaoyimingii	0.001463	0.000365	0.000223	0.000775	0.002085	0.000884	0.000816	0.000480	0.000174	0.001490	0.001324	0.001744
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas|s__Marinomonas_foliarum	0.000993	0.000347	0.000468	0.001008	0.001320	0.001249	0.001339	0.000384	0.000109	0.000497	0.000981	0.001116
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Halobacillus|s__Halobacillus_halophilus	0.002221	0.002101	0.000223	0.002093	0.003729	0.002018	0.002677	0.000608	0.000337	0.002948	0.001741	0.004138
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_florentinum	0.000941	0.000868	0.000267	0.000258	0.000695	0.000442	0.000457	0.000352	0.000229	0.000596	0.000392	0.000790
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_pettenkoferi	0.001019	0.001892	0.000223	0.002377	0.004424	0.002460	0.001926	0.001215	0.000239	0.004041	0.001667	0.003627
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_rwandensis	0.001855	0.002847	0.001225	0.000258	0.000533	0.001057	0.002188	0.001503	0.000239	0.002252	0.001937	0.001581
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_heckeshornense	0.001280	0.000382	0.000379	0.000310	0.000926	0.000346	0.001404	0.000490	0.000109	0.001325	0.001790	0.001465
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Croceibacter|s__Croceibacter_atlanticus	0.004259	0.002761	0.000735	0.002222	0.001297	0.007169	0.005550	0.002920	0.000109	0.002617	0.003604	0.004533
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_terrae	0.003893	0.002101	0.003119	0.003074	0.012739	0.002114	0.004506	0.002441	0.000000	0.024775	0.006620	0.006068
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_leachii	0.000862	0.001007	0.000000	0.001705	0.004401	0.001999	0.000000	0.000405	0.000000	0.000000	0.000000	0.003022
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Oenococcus|s__Oenococcus_kitaharae	0.001150	0.001250	0.000713	0.000388	0.006207	0.000961	0.000979	0.000245	0.000000	0.001259	0.004046	0.005463
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermoanaerobacter|s__Thermoanaerobacter_mathranii	0.000000	0.001302	0.000000	0.001395	0.002687	0.001038	0.000947	0.000000	0.000000	0.002815	0.002648	0.006114
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenobacter|s__Hydrogenobacter_sp	0.000523	0.000469	0.000000	0.000000	0.000787	0.000308	0.000947	0.000298	0.000109	0.000696	0.000466	0.001069
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_fuliginis	0.001829	0.000816	0.000000	0.000000	0.001065	0.000000	0.000000	0.001226	0.000000	0.000000	0.002084	0.003441
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_siyangense	0.006897	0.010001	0.003141	0.004160	0.004447	0.007649	0.009925	0.007471	0.000000	0.004505	0.008729	0.003510
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bartonellaceae|g__Bartonella|s__Bartonella_tribocorum	0.001071	0.000000	0.000000	0.000000	0.001251	0.000000	0.001763	0.000480	0.000000	0.000894	0.000907	0.001441
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus|s__Proteus_terrae	0.000000	0.002049	0.000000	0.006304	0.007134	0.006900	0.000000	0.000000	0.000000	0.004206	0.000000	0.002534
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Listeria|s__Listeria_innocua	0.002064	0.001788	0.000423	0.000827	0.005675	0.001922	0.001535	0.000426	0.000000	0.002517	0.002967	0.004510
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium_aromaticivorans	0.002456	0.001875	0.000579	0.000749	0.002108	0.000826	0.002351	0.001524	0.000000	0.002749	0.004168	0.001302
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae|g__Dolichospermum|s__Dolichospermum_compactum	0.000862	0.000434	0.000000	0.000827	0.001065	0.000000	0.001241	0.000288	0.000000	0.001325	0.001349	0.001232
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus|s__Cupriavidus_nantongensis	0.002586	0.001129	0.000691	0.000000	0.002988	0.001019	0.002579	0.001524	0.000523	0.004405	0.002109	0.002162
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Aeromicrobium|s__Aeromicrobium_marinum	0.000810	0.000781	0.000446	0.000388	0.000811	0.000711	0.001077	0.001087	0.000000	0.002782	0.001422	0.001348
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Cryobacterium|s__Cryobacterium_sp	0.001097	0.002465	0.001270	0.000878	0.001042	0.001461	0.001600	0.001343	0.000000	0.003246	0.001667	0.002023
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_glucanolyticus	0.001724	0.002379	0.000000	0.000000	0.002362	0.004536	0.004049	0.001236	0.000000	0.003975	0.001741	0.003022
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|s__Enterobacteriaceae_endosymbiont_of_Donacia_clavipes	0.000888	0.000000	0.000000	0.000000	0.000880	0.000000	0.000000	0.000000	0.000000	0.002418	0.000785	0.001069
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Candidatus_Blochmannia|s__Blochmannia_endosymbiont_of_Polyrhachis_(Hedomyrma)_turneri	0.000366	0.000295	0.000423	0.000413	0.000417	0.000346	0.000000	0.000107	0.000000	0.000000	0.000245	0.000418
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter|s__Cronobacter_muytjensii	0.000679	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000554	0.000261	0.000000	0.000000	0.000000
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_paludicola	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002883
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_rhaeticus	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007949	0.000000	0.000000
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Fibrisoma|s__Fibrisoma_limi	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000266	0.000000	0.000000	0.000000	0.000000
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sihuiensis	0.000418	0.000365	0.000312	0.000000	0.000417	0.000346	0.000490	0.001066	0.000000	0.001789	0.000000	0.000651
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Candidatus_Ishikawaella|s__Candidatus_Ishikawaella_capsulata	0.000340	0.000191	0.000245	0.000284	0.000672	0.000365	0.000359	0.000000	0.000000	0.000662	0.000392	0.000697
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_chocolatum	0.001202	0.000955	0.000847	0.000000	0.001367	0.000884	0.001600	0.001524	0.000239	0.003113	0.001349	0.002673
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Malaciobacter|s__Malaciobacter_canalis	0.000758	0.002188	0.000000	0.002067	0.004239	0.003344	0.001469	0.000469	0.000000	0.000696	0.001275	0.003371
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales|f__Holosporaceae|s__endosymbiont_of_Acanthamoeba_sp	0.000627	0.000816	0.000000	0.000439	0.001297	0.000596	0.000555	0.000298	0.000000	0.001391	0.001594	0.001186
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sp	0.000000	0.000260	0.000847	0.001163	0.000741	0.000538	0.000000	0.000000	0.000000	0.000596	0.000736	0.000744
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Salmonella|s__Salmonella_sp	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.254372	0.000000	0.000000	0.000000	0.000000	0.000000
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Candidatus_Mycoplasma_haemolamae	0.000366	0.000000	0.000000	0.000000	0.000000	0.000000	0.000392	0.000000	0.000000	0.000000	0.000000	0.000000
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_dispar	0.000000	0.000000	0.000000	0.001343	0.002501	0.000557	0.000000	0.000160	0.000000	0.000729	0.000711	0.000953
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter_tritici	0.000601	0.000399	0.000267	0.000000	0.000556	0.000000	0.001012	0.000725	0.000250	0.001557	0.000785	0.000558
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|g__Candidatus_Thioglobus|s__Candidatus_Thioglobus_autotrophicus	0.000523	0.000677	0.000312	0.000000	0.000556	0.000384	0.000686	0.000991	0.000000	0.000464	0.000809	0.001581
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Neorickettsia|s__Neorickettsia_helminthoeca	0.000000	0.000000	0.000000	0.000749	0.001297	0.000327	0.000000	0.000000	0.000000	0.000596	0.001005	0.001023
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantarius	0.002613	0.003594	0.001894	0.000698	0.003243	0.001249	0.000751	0.000767	0.000000	0.000696	0.001054	0.001325
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae_complex_sp	0.000000	0.002535	0.000913	0.000000	0.000000	0.000596	0.002351	0.001673	0.000000	0.001325	0.000000	0.000697
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_amblyommatis	0.000000	0.000000	0.000000	0.000000	0.002015	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Mannheimia|s__Mannheimia_pernigra	0.000784	0.001788	0.000000	0.000000	0.004053	0.001614	0.002743	0.000000	0.000000	0.000000	0.000000	0.000000
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_wuliandei	0.000888	0.001528	0.000535	0.000000	0.000672	0.000365	0.001469	0.001066	0.000000	0.006127	0.000588	0.001418
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borrelia|s__Borrelia_turicatae	0.000000	0.000000	0.000000	0.000620	0.001691	0.000384	0.000000	0.000394	0.000000	0.001722	0.000000	0.001255
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasmopsis|s__Mycoplasma_anatis	0.000470	0.001129	0.000267	0.001137	0.002895	0.001634	0.000555	0.000394	0.000000	0.001689	0.001103	0.001604
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_decolorationis	0.001385	0.000729	0.000557	0.000672	0.001598	0.000846	0.000751	0.000448	0.000000	0.001424	0.001888	0.002464
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_oryzoeni	0.000679	0.000000	0.000000	0.001369	0.002085	0.000000	0.000000	0.000671	0.000000	0.000000	0.005076	0.002511
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_III._Incertae_Sedis|g__Caldicellulosiruptor|s__Caldicellulosiruptor_lactoaceticus	0.001411	0.005348	0.001849	0.000000	0.002988	0.000000	0.002416	0.002046	0.000403	0.002153	0.002060	0.002023
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasmopsis|s__Mycoplasma_citelli	0.001777	0.000365	0.000000	0.000723	0.000880	0.000903	0.000751	0.000000	0.000000	0.001060	0.001250	0.003603
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_poae	0.001698	0.001875	0.000958	0.000930	0.002177	0.001365	0.001567	0.000639	0.000000	0.003610	0.001201	0.001720
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_kansasii	0.001411	0.000903	0.000713	0.000568	0.001783	0.000865	0.000849	0.000480	0.000000	0.002153	0.001275	0.002023
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_akari	0.000000	0.005400	0.001582	0.000000	0.000000	0.000000	0.000000	0.000117	0.000000	0.000000	0.000417	0.000442
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter|s__Janibacter_sp	0.000496	0.002518	0.000000	0.000000	0.000000	0.000000	0.000000	0.001609	0.000000	0.001457	0.000000	0.001441
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_monacensis	0.000000	0.000000	0.000000	0.000000	0.003706	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003278
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_hominis	0.002273	0.001302	0.000535	0.005115	0.005258	0.004536	0.001992	0.001471	0.000000	0.004902	0.003089	0.004859
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Glutamicibacter|s__Glutamicibacter_nicotianae	0.003109	0.002952	0.001671	0.000723	0.003104	0.000000	0.003036	0.001897	0.000718	0.007320	0.003188	0.004324
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pectobacteriaceae|g__Dickeya|s__Dickeya_paradisiaca	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia|s__Delftia_tsuruhatensis	0.003370	0.002639	0.000000	0.003772	0.003011	0.002095	0.004016	0.002569	0.000555	0.004769	0.001741	0.003255
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fuscovaginae	0.000366	0.000208	0.000000	0.000000	0.000417	0.000000	0.000000	0.000213	0.000000	0.000894	0.000392	0.000442
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Yersinia|s__Yersinia_aleksiciae	0.001620	0.000729	0.000000	0.000672	0.000926	0.001057	0.001012	0.000650	0.000294	0.000961	0.001618	0.000744
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasmopsis|s__Mycoplasma_columbinasale	0.000000	0.000000	0.000223	0.000000	0.000787	0.000288	0.000653	0.000117	0.000337	0.000331	0.000638	0.001999
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bartonellaceae|g__Bartonella|s__Bartonella_bovis	0.000000	0.000243	0.000000	0.000672	0.001668	0.000288	0.000000	0.000117	0.000229	0.000662	0.000760	0.000837
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus_sp	0.000732	0.000278	0.000512	0.001085	0.001413	0.000923	0.001371	0.000288	0.000000	0.001060	0.000294	0.001186
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermoanaerobacter|s__Thermoanaerobacter_siderophilus	0.002822	0.001042	0.001092	0.000000	0.003451	0.002287	0.001926	0.000533	0.000697	0.001358	0.000000	0.001558
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Cycloclasticus|s__Cycloclasticus_sp	0.000000	0.001563	0.000000	0.000000	0.000000	0.001441	0.000000	0.000000	0.000327	0.000000	0.000000	0.000000
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_portucalensis	0.002404	0.016668	0.004099	0.006872	0.000000	0.008149	0.007771	0.002078	0.000544	0.004339	0.002624	0.002441
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonas|s__Xanthomonas_cassavae	0.000000	0.000365	0.000000	0.000000	0.000000	0.000557	0.000588	0.000501	0.000000	0.000894	0.001250	0.000558
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_entomophilum	0.000444	0.000694	0.000000	0.000000	0.001969	0.001095	0.000000	0.000000	0.000000	0.000795	0.000588	0.002116
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus_Phytoplasma|s__Candidatus_Phytoplasma_luffae	0.000000	0.000243	0.000000	0.001240	0.002918	0.000980	0.000000	0.000000	0.000000	0.000629	0.000809	0.001604
k__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Microcystaceae|g__Microcystis|s__Microcystis_sp	0.001359	0.001788	0.000869	0.000000	0.000510	0.000000	0.001535	0.000256	0.000000	0.000795	0.000000	0.001581
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Dactylococcopsis|s__Dactylococcopsis_salina	0.000862	0.001667	0.000312	0.001834	0.001529	0.001461	0.000588	0.000650	0.000000	0.001093	0.001324	0.000907
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus_Kinetoplastibacterium|s__Candidatus_Kinetoplastibacterium_desouzaii	0.000523	0.000573	0.000000	0.000413	0.002224	0.000884	0.001371	0.000000	0.000501	0.000729	0.001128	0.002766
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_aetherivorans	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005440
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_suantsaii	0.001437	0.001580	0.000602	0.001653	0.003660	0.001307	0.000979	0.000458	0.000000	0.001722	0.000932	0.001581
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Chryseoglobus|s__Chryseoglobus_indicus	0.000758	0.000000	0.000000	0.000000	0.001181	0.000000	0.000653	0.000501	0.000000	0.001855	0.000687	0.001511
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Anaplasma|s__Anaplasma_marginale	0.000627	0.000000	0.000000	0.000000	0.000718	0.000000	0.000000	0.000149	0.000000	0.000000	0.000000	0.000581
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Rhodospirillum|s__Rhodospirillum_rubrum	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001769	0.000000	0.003511	0.000000	0.000000
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_ulcerans	0.000000	0.000000	0.000000	0.000000	0.000926	0.000000	0.000000	0.000000	0.000000	0.000000	0.002893	0.002673
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Commensalibacter|s__Commensalibacter_sp	0.001515	0.000920	0.000000	0.000000	0.002432	0.000000	0.001404	0.000000	0.000000	0.003676	0.000000	0.001906
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Afipia|s__Afipia_carboxidovorans	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_albus	0.001123	0.000608	0.000000	0.001705	0.004748	0.000442	0.000620	0.000000	0.000000	0.001855	0.000000	0.001488
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella|s__Francisella_orientalis	0.000496	0.000625	0.000000	0.000000	0.000695	0.000000	0.001045	0.001140	0.000250	0.000497	0.001520	0.002348
